CustomerID,RegistrationDate,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AverageOrderValue,CustomerLifetimeValue,FavoriteCategory,SecondFavoriteCategory,EmailEngagementRate,SocialMediaEngagementRate,MobileAppUsage,CustomerServiceInteractions,AverageSatisfactionScore,EmailConversionRate,SocialMediaConversionRate,SearchEngineConversionRate,RepeatCustomer,PremiumMember,HasReturnedItems
CUST00018,2021-03-30,29,Male,Very High,UK,Tokyo,6,48.45618115,,nan,Beauty,0.4358263292,0.5189302045,nan,0,7.216058707,0.2571773499,0.178641117,0.3838224555,Yes,No,No
CUST00019,2019-04-05,42,Male,Medium,Germany,Berlin,6,9.844160401,,Toys,nan,0.09120506224,,High,6,7.315191663,0.1220481086,0.04138317438,0.329487677,Yes,No,Yes
CUST00020,2018-01-22,41,Male,Low,Canada,Berlin,6,,40.83142156,Electronics,Toys,0.57179541,0.0529198943,Never,2,5.327289037,0.224498403,0.1434629963,0.1641841146,Yes,No,Yes
CUST00021,2020-01-18,38,Male,Medium,Germany,Tokyo,4,158.9807257,,Toys,,,0.2360646175,nan,4,2.539318904,0.3270745057,0.252298433,0.1372510963,Yes,No,No
CUST00022,2019-04-20,31,Female,Medium,Japan,London,0,194.5997058,43.59632379,Clothing,nan,,0.5286776038,Never,2,8.461399566,0.0892550988,0.1202847543,0.06563749215,No,Yes,No
CUST00023,2020-12-18,38,Other,Medium,Canada,Other,,15.38115581,285.3548592,nan,Beauty,0.08020189945,0.290986072,Never,,7.1819973,0.1941446882,0.3068387881,0.3733882898,Yes,Yes,No
CUST00024,2023-08-10,64,Female,Medium,USA,Paris,6,7.344361391,85.68436662,Sports,Electronics,0.2489509285,0.3198457279,High,1,9.317836277,0.1300339085,0.04331741815,0.3075520287,,No,Yes
CUST00025,2020-09-02,30,,Low,Germany,New York,17,49.29627103,897.735356,Toys,Home Goods,,0.6061647705,Medium,2,6.059680457,0.1178276065,,0.180389444,Yes,No,No
CUST00026,2022-12-12,53,nan,Very High,Other,Paris,0,9.314660668,18.06827281,Books,Clothing,0.2078105162,0.3327202128,High,2,9.321613405,0.2284699664,0.3419771544,0.1092468335,No,No,No
CUST00027,2018-07-09,25,Prefer not to say,High,Japan,Sydney,8,45.65302496,443.7597041,Beauty,Clothing,0.1263477558,0.2160484676,nan,0,7.230093041,0.1044495052,0.385474439,0.05717538003,,No,No
CUST00028,2019-07-17,21,Male,Medium,USA,Berlin,9,160.4380206,1565.887248,Books,Sports,0.4108460409,0.1416072034,Low,,5.328098631,0.05833758942,0.2026810906,0.238655892,Yes,Yes,Yes
CUST00029,2023-03-15,84,Prefer not to say,High,Canada,Los Angeles,7,33.55959929,474.4895864,Home Goods,Clothing,0.1731608843,0.4769598507,Never,0,6.867366794,0.109727653,0.2050136893,0.4084232248,Yes,No,No
CUST00030,2021-06-21,43,nan,High,Australia,Paris,6,5.478934545,18.86585136,Food,Sports,0.1865623742,0.2701404734,Low,4,5.243555549,0.3514891853,0.4503580819,0.1334600958,Yes,No,No
CUST00031,2022-03-09,43,Male,Medium,Australia,Los Angeles,2,227.6314508,464.8006239,Electronics,Sports,0.2347272355,0.08777713699,High,1,6.05978051,0.1200610962,0.06094283932,0.180284042,Yes,No,No
CUST00032,2019-10-09,43,Other,nan,UK,London,1,156.7812271,102.7063809,Books,Toys,0.1190150295,0.4067554932,,1,7.756440176,0.1608291349,0.4086217148,,No,No,No
CUST00033,2023-08-31,56,nan,High,Other,Berlin,2,24.04873113,157.7099241,Books,Books,0.1363964551,0.2964397944,nan,4,5.306723243,0.2019378302,0.2282999307,,Yes,No,No
CUST00034,2021-07-21,41,Prefer not to say,nan,Germany,Los Angeles,1,34.60827511,33.83200182,Food,Food,0.1718397863,0.08072458702,Low,0,6.42624557,0.3746389143,0.04598399535,0.17913558,No,No,
CUST00035,2019-08-24,47,Prefer not to say,Very High,Germany,New York,,106.5976211,1178.372488,Clothing,Toys,0.3743909843,0.03774817935,nan,4,5.961025449,0.1695092629,0.2331114763,0.2530655804,Yes,No,Yes
CUST00036,2023-08-24,19,nan,High,Other,Other,0,50.91027368,137.6472842,Electronics,Clothing,0.2440724794,0.4337598338,nan,4,6.193836817,0.1090012809,0.225724275,0.1051624873,No,No,No
CUST00037,,49,Female,Low,UK,Berlin,2,153.5773222,319.3807738,,Beauty,0.523684175,0.03450568967,High,1,7.578841126,0.2939553316,0.1176081504,0.2849909701,Yes,No,
CUST00038,2023-08-04,31,Other,Very High,UK,London,4,22.61410745,-116.6515475,Clothing,Books,0.5032239879,0.19020629,High,2,9.221626477,0.4134475523,0.1011021825,0.3528822381,Yes,No,No
CUST00039,2021-09-25,45,nan,Very High,France,New York,1,126.3907013,128.9107807,Beauty,Home Goods,0.1270510317,0.1908319935,nan,2,7.665380381,0.04506253995,0.1501179681,0.04883103665,No,No,No
CUST00040,2023-11-10,9,nan,nan,Japan,Berlin,4,22.23706455,163.1247392,Electronics,nan,0.3636229271,0.2148239581,nan,3,6.175587092,0.1504641328,0.4472936038,0.1047721474,Yes,No,No
CUST00041,2021-10-22,44,Prefer not to say,Medium,Other,Paris,7,168.2618303,1318.405309,nan,Sports,0.4723251326,0.4445328444,Low,2,7.706310041,0.1531082119,0.05389548009,0.1433709603,Yes,No,No
CUST00042,2022-01-18,1,Male,Low,Australia,Sydney,1,86.75739373,172.7306326,Sports,Food,0.1012909679,0.1386345993,Never,4,5.790188724,0.1181958609,0.08154185485,0.3088964489,No,No,No
CUST00043,2020-02-15,30,Male,Low,France,Tokyo,3,425.3199651,1370.108646,Books,,0.5275321908,0.368568474,Medium,0,5.552385115,0.2305322911,0.3028696474,0.1295370605,Yes,No,Yes
CUST00044,2018-02-04,9,Male,nan,Canada,Berlin,5,21.72536286,272.1765422,Sports,Electronics,0.3972588366,0.5455429581,nan,0,6.234836648,0.04198966411,0.2214093475,0.1654104405,Yes,Yes,Yes
CUST00045,2023-05-10,,Prefer not to say,nan,Australia,New York,2,133.9344234,306.5321946,Electronics,Toys,0.417757772,0.2327724448,High,2,8.023635116,0.06415017242,0.2309229085,0.2959184037,Yes,No,No
CUST00046,2022-05-05,36,Male,Very High,Germany,Los Angeles,8,9.669308452,122.3883833,Home Goods,Home Goods,0.1103180261,0.2749625455,High,1,8.767274609,0.1176846717,0.03178578021,0.01766984538,Yes,Yes,
CUST00047,2020-10-18,23,nan,nan,UK,Sydney,7,80.59445348,543.0916525,nan,nan,0.2750218773,0.3084254855,nan,1,10,,0.275158496,0.241229772,Yes,No,Yes
CUST00048,2021-02-03,56,Female,Medium,UK,Los Angeles,9,128.2374244,1203.911219,Food,Books,0.178690021,0.07431651191,High,1,8.629904535,0.1395868226,0.06778346821,0.2771207776,Yes,No,No
,2022-02-09,21,Female,Very High,Japan,Berlin,4,103.6160845,357.4073172,Books,Home Goods,0.2428593942,0.5510197799,Medium,2,5.287696918,0.2409919464,0.05201853917,0.1697445776,Yes,No,No
CUST00050,2019-12-04,-10,Female,Very High,,Berlin,16,150.5843904,2369.78708,Home Goods,Toys,0.3549244772,0.5941092097,nan,0,3.442467034,0.2920180924,0.09723497059,,Yes,No,Yes
CUST00051,2022-04-29,42,Male,Very High,Other,London,0,61.90899511,-51.8002447,Food,Books,0.4090482941,0.5996980284,Never,0,6.54443765,0.0910148168,0.2538559559,0.03483094801,No,No,No
CUST00052,2018-06-11,8,Female,Low,Australia,Paris,14,25.35841547,307.5733029,nan,nan,0.04090146152,0.1724790954,Medium,1,7.416736518,0.3220968107,0.1151514678,0.3380415364,Yes,No,No
CUST00053,2018-07-21,22,Male,Low,USA,London,8,29.50075067,-30.28558485,,Beauty,0.1064505648,0.2500501006,nan,4,6.689387299,,0.2561334935,0.1728888323,Yes,Yes,No
CUST00054,2023-06-05,27,nan,,Japan,Tokyo,3,72.56537109,130.8610857,Electronics,Books,0.46700485,0.09486498613,High,0,7.246477119,0.4300450294,0.1014266449,0.02449211527,Yes,No,No
,2020-09-22,13,nan,Medium,Japan,London,5,13.85906029,,Food,Books,0.4631171098,0.5122379644,Low,1,6.215589121,0.2392661775,0.2333312185,0.1480018709,Yes,No,Yes
CUST00056,2020-03-26,27,Prefer not to say,,France,Los Angeles,0,21.54793859,141.6035041,Books,Home Goods,0.2792666645,0.2554173432,nan,1,6.564621086,0.1607266259,0.1588459439,0.1786799688,No,No,No
CUST00057,2019-04-01,13,Prefer not to say,Very High,Australia,Other,8,198.4130641,1644.819541,Toys,Beauty,0.175226598,,Medium,3,,,0.1154208667,0.1461323471,Yes,No,No
CUST00058,2021-06-29,37,Other,nan,Australia,Other,5,54.57820219,434.1787564,Electronics,Clothing,0.3854745863,0.09869385076,Low,2,7.641602281,0.2178389769,0.3626742047,0.2238933423,Yes,No,No
CUST00059,2020-10-13,16,nan,High,USA,Los Angeles,1,,-56.37023341,Sports,Books,0.1538487158,0.181409978,Low,1,6.501467439,0.1155961319,0.1242026125,0.2473646489,No,No,No
CUST00060,2018-12-04,35,Male,Low,UK,New York,4,62.2893883,175.0138434,Electronics,Books,0.1525865782,0.2916225377,,2,3.774077024,,0.09295340965,0.01769414567,Yes,No,No
CUST00061,2020-05-28,52,Other,Low,Germany,Tokyo,2,27.51857529,5.769477064,Beauty,Home Goods,0.3664043893,0.3037681422,Never,1,7.181322697,0.2213798985,0.1009011068,0.1879784474,Yes,No,No
CUST00062,2020-12-12,46,nan,High,Germany,Tokyo,4,235.3241628,1004.585998,Books,Food,0.2959982987,0.2262623511,Low,2,5.614031488,0.405992079,0.4409909586,,Yes,No,No
CUST00063,,33,Male,nan,USA,London,4,26.12737819,,Electronics,Beauty,,0.264206053,nan,4,6.34853995,0.1424433781,0.2083902138,0.0916430658,Yes,No,No
CUST00064,2020-02-03,,nan,Low,Japan,Other,9,114.0514698,1098.827963,nan,Food,0.5366251836,0.2262747395,Medium,1,4.409810797,0.2189318739,0.0824293521,0.347260812,Yes,Yes,No
CUST00065,2019-01-15,37,nan,Low,France,,1,27.33727183,-47.62498089,,Food,0.6245396417,0.1100622556,,2,9.09458186,0.2547086716,0.1083704922,0.0537675136,No,No,
CUST00066,,24,Male,Very High,Canada,New York,11,4294.256403,543.2387297,,Electronics,0.2302808942,,Medium,1,7.486021412,0.01456841625,0.1278637673,0.4037692344,Yes,No,No
CUST00067,2021-03-26,38,nan,,Australia,Berlin,7,32.70250367,247.774635,Clothing,nan,0.3268153417,0.07260134553,Medium,3,7.144332301,0.04375320953,0.183409845,0.02225728083,Yes,No,No
CUST00068,2023-08-25,9,nan,nan,Germany,New York,10,17.2818212,178.0665706,Clothing,Beauty,0.411995633,0.254392629,Low,2,,0.3825197146,,0.1306999593,Yes,No,Yes
CUST00069,2018-03-06,47,nan,Very High,Canada,Los Angeles,2,65.14889136,147.1345247,nan,Clothing,0.2819444567,0.2871159399,Never,0,7.009347405,0.3603721186,0.2559717344,0.07515577289,Yes,Yes,Yes
CUST00070,2021-09-29,35,Prefer not to say,Medium,Australia,London,4,31.57236838,,Home Goods,Electronics,0.4917248352,0.3661829169,High,1,5.798187443,0.4433180809,0.1124176991,0.163779497,Yes,No,No
CUST00071,2021-02-26,68,Female,Low,France,Los Angeles,3,34.79012125,155.3564312,Books,Books,0.37642746,0.3477135201,nan,3,8.46656805,0.09938018324,0.199736928,0.1881474878,Yes,No,No
CUST00072,2023-07-21,54,nan,Medium,USA,Berlin,3,43.85164631,31.63482592,nan,nan,0.2442240938,0.353883068,Never,0,5.410667053,0.1067301832,0.1236458383,0.1679377952,Yes,No,Yes
CUST00073,2022-02-04,43,Male,Low,Japan,Paris,,,169.3095601,Sports,Home Goods,0.3129192364,0.209486408,,2,6.749454615,0.1348215484,0.2456612052,0.3506832186,Yes,No,No
CUST00074,2021-03-08,33,nan,Very High,France,Sydney,3,105.5006722,302.0038622,Electronics,nan,0.6191167061,0.1429035839,High,4,7.936608607,,0.4805200658,0.1513593506,Yes,No,No
,2022-03-03,24,Prefer not to say,Low,UK,Tokyo,1,273.3433851,250.3434069,Home Goods,Books,0.5729352176,0.2386376355,nan,4,2.891841112,0.1524435237,0.1735332075,0.190456225,No,No,No
CUST00076,2019-01-27,49,Prefer not to say,Medium,Other,London,14,101.7697395,1512.961463,Sports,Clothing,0.3125734199,0.1556035075,nan,3,8.211436798,0.2748270057,0.1810650463,0.2370667215,Yes,No,No
CUST00077,2022-08-26,31,nan,Very High,France,Los Angeles,8,64.22507511,421.762377,Beauty,Beauty,0.398490971,0.2264851233,High,3,9.432561927,0.1237569168,0.07339591835,0.3838906003,Yes,No,No
CUST00078,2019-02-23,52,Other,Medium,USA,Other,2,15.89543153,13.16980119,Beauty,Beauty,0.2595957767,0.1110679795,Low,2,7.525814935,0.3181630925,0.1430521099,0.2538590053,Yes,No,Yes
CUST00079,2019-01-14,41,Female,Medium,USA,,6,22.91022862,-39.12838054,Food,nan,0.4422150693,,Never,0,8.263796716,0.1591769863,0.07886301733,0.1850640071,Yes,No,No
CUST00080,2022-12-02,,,High,Other,Berlin,4,,136.9405246,Beauty,Books,0.2537641316,0.3006225871,Low,1,10,,0.05007715385,0.2218592576,Yes,No,No
CUST00081,2023-09-20,43,Male,Low,France,Paris,1,7.166594257,-130.9750095,Books,Electronics,0.07075379663,0.3666346734,nan,2,,0.4259052804,0.1538673746,0.3708400013,No,,No
CUST00082,2023-12-23,21,Male,Low,Australia,Los Angeles,,222.0061949,371.5900928,Books,nan,,0.01686254387,Never,0,6.430140363,0.2739320463,,0.05042678733,Yes,No,No
CUST00083,2018-07-20,19,Male,Medium,USA,Los Angeles,5,36.27930272,118.5328592,Home Goods,Food,0.4368924742,0.3986726629,nan,3,8.348610271,0.2094036087,0.117321676,0.1399029442,Yes,No,No
CUST00084,,,Prefer not to say,,UK,Berlin,7,173.8238759,1113.032196,Clothing,nan,0.2620370912,0.2780692762,Medium,1,8.447807341,0.1756221666,0.2018745959,0.3301969566,Yes,Yes,No
CUST00085,2020-02-19,50,Female,nan,Canada,Berlin,2,52.73277796,73.11796264,Electronics,Food,0.2965816398,0.2586914234,High,2,7.651335245,0.2502814421,0.2578754152,,Yes,No,Yes
CUST00086,2019-05-18,20,nan,Low,France,Paris,2,23.40729369,151.3772563,Sports,Home Goods,0.5938830003,0.38599148,Low,1,6.694818774,0.2464178074,0.07138970846,0.2256074181,Yes,No,Yes
CUST00087,2022-10-18,22,,Very High,USA,Paris,0,19.36870638,-27.8731667,Home Goods,,0.1052155826,0.3233849654,Low,,8.92058052,0.216709342,0.3153995208,0.0719168873,No,Yes,No
CUST00088,2020-03-15,43,Other,Low,,Tokyo,0,87.3952253,-132.9127936,Sports,Toys,0.1130466496,0.1992356718,Low,4,2.799322917,0.1487378338,0.2688235298,0.01979836464,No,No,
CUST00089,2023-11-17,31,nan,nan,Japan,Tokyo,,217.8900656,1071.773775,nan,Toys,0.4958226235,0.4248405023,Low,4,5.957157212,0.3038719751,0.1878001738,0.04196886496,Yes,No,No
CUST00090,2023-03-11,29,Female,Medium,Australia,Los Angeles,3,2185.233516,6507.967929,nan,Toys,0.1473375937,0.14559733,Never,,3.934340648,0.2033210705,0.2143358367,0.121651315,Yes,No,No
CUST00091,2022-04-20,28,nan,Low,Australia,Berlin,11,33.30739758,202.2711119,,Clothing,0.09258361568,0.02580859093,,5,8.053157859,0.2138802829,0.04542878678,0.258564973,Yes,No,No
CUST00092,2020-08-18,0,,Very High,Other,New York,0,163.0033272,208.5359173,Electronics,nan,0.4618983121,0.3742840832,Medium,1,3.773404541,0.04981514644,0.2184439191,0.3260935651,No,,Yes
CUST00093,2022-01-25,20,nan,nan,Australia,Berlin,6,43.91167051,,Books,Food,0.204191959,,High,4,5.700220375,0.2987634908,0.06487251327,0.2193108299,Yes,No,No
CUST00094,2020-10-25,52,Male,High,Canada,London,12,7275.235558,836.2941389,Sports,nan,0.06294872878,0.05574349948,Low,2,6.461511824,,0.07793451839,0.1354183112,Yes,No,No
CUST00095,2019-05-18,26,Male,Medium,UK,London,0,70.35891729,45.49074538,Sports,Electronics,0.6865072033,0.2579760476,Low,,5.870316125,0.3176396157,0.06694868288,0.188987262,No,No,No
CUST00096,2019-02-02,6,Male,Medium,France,Berlin,8,27.43676657,288.9025823,Beauty,Home Goods,0.7096759137,0.2312670818,Low,3,,0.2095246389,0.3323410442,0.4065992608,Yes,No,No
CUST00097,2020-05-20,19,Male,Medium,USA,Paris,9,59.17559272,651.6391011,nan,Toys,0.05646010017,0.3610304764,Medium,1,5.170636938,0.02802690703,0.1936517445,0.1885529887,Yes,Yes,No
CUST00098,2019-01-28,,Prefer not to say,nan,Canada,London,6,153.7258048,807.775092,Toys,Toys,0.3491098048,0.1356226664,High,1,3.873119841,0.170760196,0.2965383028,0.226725211,Yes,No,Yes
,2018-07-26,40,Prefer not to say,Low,UK,Other,4,74.69356062,258.7771847,Books,Food,0.2612602545,0.2160353276,Medium,1,8.962120511,0.1738805897,0.1150819318,0.1550900511,Yes,No,
CUST00100,2020-11-04,30,Prefer not to say,Low,Germany,Sydney,6,20.68856032,45.84755169,,Electronics,0.3792358725,0.2248298707,High,2,6.923981944,0.2776302866,0.2552448929,0.08938092643,Yes,No,No
CUST00101,,24,nan,Low,USA,Tokyo,6,39.84635891,311.548796,Clothing,Home Goods,0.27221944,0.1459329947,Never,2,8.489824507,0.0514934638,0.2408344763,0.08737191452,Yes,No,Yes
CUST00102,2022-01-24,13,Male,Low,,Los Angeles,2,,669.6605402,Sports,Sports,0.1578770097,0.2528801158,nan,1,8.425185272,0.1786774972,0.2231181028,0.1899793395,Yes,No,No
CUST00103,2020-05-13,40,Other,Medium,Australia,Los Angeles,9,16.96653057,122.5395701,Beauty,Electronics,0.5177304591,0.389171775,,1,6.76902335,0.2023916967,0.08439013094,0.4120398167,Yes,No,
CUST00104,2019-07-18,47,Other,,UK,Other,11,32.3653251,428.6137822,Toys,Food,0.3305625669,0.04912486316,Low,2,8.869261221,0.2569324111,0.2102690626,0.2264728301,Yes,No,Yes
CUST00105,2020-10-17,54,Male,Medium,Japan,Sydney,6,62.76785463,533.3699791,Electronics,Beauty,0.6615079987,0.2002800106,Low,2,6.820892307,0.1760259963,0.3780192849,0.1736940166,Yes,No,No
CUST00106,2018-04-06,18,Female,High,Japan,Sydney,7,71.77064655,585.1887901,Books,Home Goods,0.1953787322,0.2869602615,Medium,1,8.97645008,0.07733219947,0.2579472005,0.3615544923,Yes,,No
CUST00107,2023-04-08,55,nan,High,Canada,Other,7,138.9765244,,Home Goods,nan,0.1658423913,0.4892318274,nan,0,6.019173456,0.1740777527,0.4915924135,0.480750987,Yes,No,No
CUST00108,2022-10-24,34,Other,Low,Japan,Los Angeles,3,17.45030818,141.2735129,nan,Sports,,0.1711577187,nan,0,7.9663202,0.2198492445,0.07705393077,0.2610895967,Yes,No,Yes
,2022-08-06,35,Prefer not to say,Very High,Australia,,13,34.79701927,617.2426443,Toys,Clothing,0.1831713573,0.1379078389,Low,3,8.277513785,0.06816574896,0.08355085063,0.370303889,Yes,Yes,No
CUST00110,2019-06-25,48,Female,nan,France,Tokyo,2,,160.9259693,Electronics,Sports,0.1738216452,0.5296911731,,0,10,0.02844507694,0.1107496815,0.4339820146,Yes,No,Yes
CUST00111,2020-11-25,26,Prefer not to say,Very High,Canada,Berlin,6,4.217743446,73.53275927,Home Goods,Electronics,0.1717258691,,Low,1,4.895577793,0.1750200692,0.144960599,0.2842764095,Yes,Yes,
CUST00112,2021-03-29,2,Female,High,Australia,London,5,15.38933725,166.3732349,Clothing,Sports,0.1760425481,0.3250337416,Low,6,3.600785032,,0.3155157062,0.05185967092,Yes,No,No
CUST00113,2022-09-19,45,Female,Very High,France,Paris,4,184.0870625,735.630537,nan,Toys,0.3194110231,0.1174277105,High,0,,0.1483700519,0.1146214117,0.08894562965,Yes,No,No
CUST00114,2022-12-25,40,nan,High,UK,Other,5,20.62685323,-94.0137022,,Sports,0.4471422543,0.3448930062,High,2,5.848410822,0.4480714041,,0.2116123426,Yes,No,No
CUST00115,2022-05-17,29,Prefer not to say,Medium,UK,Tokyo,3,316.6930974,,Electronics,Clothing,0.175145649,0.09846322238,Never,4,5.508455205,0.2084380639,0.2582665656,0.1803843645,Yes,No,No
CUST00116,2020-03-06,44,,Medium,,Other,0,175.6339426,-129.8033171,Books,Beauty,0.08877723219,0.1314512609,High,5,5.475304459,0.0898960775,0.02943349571,0.2951149337,No,No,Yes
CUST00117,2020-11-17,47,Other,Low,Canada,Tokyo,3,61.3326675,213.5540945,Food,Beauty,0.0491086852,0.6542729369,Low,2,8.000966714,0.3299180469,0.3683039851,0.04195742646,Yes,,Yes
CUST00118,2022-07-02,12,Male,nan,France,Los Angeles,2,93.80814833,18.66814127,Home Goods,Beauty,0.2930971853,0.3871253499,nan,1,9.177544158,0.1602047693,0.05833077858,0.1843930214,Yes,No,No
CUST00119,2021-09-25,35,Male,Medium,Japan,Sydney,9,54.85857087,403.0347517,Electronics,Books,0.6633235958,0.1804965308,Never,,6.867199194,0.1764714071,0.09870106609,0.3320920635,Yes,Yes,No
CUST00120,2023-06-05,0,Other,nan,USA,,6,91.26456162,,Home Goods,Books,0.3916655553,0.1610844419,High,1,9.788007808,0.3110141452,0.2150652496,0.4552797936,Yes,No,
CUST00121,2021-09-16,33,Female,Low,Canada,Tokyo,5,55.6305806,291.6260488,Clothing,Toys,0.2310773745,0.2752949826,Low,1,10,0.05349615135,,0.1538868103,Yes,No,No
CUST00122,2022-07-22,29,Other,nan,Australia,Paris,7,103.2407974,715.5471828,Electronics,Beauty,0.2861246174,0.2752566954,nan,0,6.925687614,0.2359969741,0.1689319027,0.2767098395,Yes,No,No
CUST00123,2022-03-10,42,Other,Medium,USA,Other,3,12.49182203,148.0172667,Food,nan,0.3269110954,,,1,6.831584345,0.1847647831,0.2456845479,0.1700965006,Yes,No,No
CUST00124,2023-08-01,18,Prefer not to say,Medium,USA,Tokyo,7,48.5337094,262.8401752,Clothing,Home Goods,0.3417137227,0.1083998674,High,2,4.500301717,0.142145216,0.1060050441,0.03865250001,Yes,No,No
CUST00125,2022-02-05,28,Other,Very High,Other,Los Angeles,9,34.37118083,426.5735785,Home Goods,nan,0.1947636246,0.1211762502,,3,5.63415532,0.4842802726,0.07597397797,0.3389498124,Yes,No,No
CUST00126,2021-11-09,-13,Female,,Other,Tokyo,7,159.2078054,1156.009607,Beauty,Sports,0.2728208225,0.1405587549,Medium,2,,0.2126631617,0.0621935676,0.09970552214,Yes,No,No
CUST00127,2021-11-01,43,Male,Very High,Japan,Berlin,6,32.01902243,328.4402986,Electronics,Clothing,0.382784697,0.3371764018,Low,3,9.838193994,0.1942096662,0.1736223413,0.1394931021,Yes,No,No
CUST00128,2021-07-30,33,nan,nan,USA,Los Angeles,12,65.05118547,796.372442,Home Goods,Sports,0.3210083617,0.1822083121,Medium,1,5.286346127,0.2488751742,0.191063346,0.1665847238,Yes,No,Yes
CUST00129,2020-08-30,36,Other,Medium,UK,Berlin,6,20.38746664,44.58277069,nan,Toys,0.1104532813,0.173280551,Never,1,7.058328196,0.07602767774,0.335843293,0.1174481242,Yes,No,Yes
CUST00130,2022-11-04,12,Other,Low,Other,Other,1,43.20158568,-130.9584731,Beauty,,0.08238791548,0.4382825662,Never,2,6.409481869,0.3942526372,0.06023670593,0.3884678656,No,No,No
CUST00131,2021-07-06,40,Prefer not to say,High,UK,,3,51.61762939,8.702022675,Clothing,Clothing,0.3502505049,0.4575477264,Medium,2,3.286165492,0.4737388295,0.0664269539,0.08161000143,Yes,No,No
CUST00132,2019-12-11,59,Prefer not to say,Medium,Other,London,7,59.85743622,283.8183129,Clothing,Food,0.1555913383,0.532914939,Medium,4,9.021655847,0.2258936554,0.4259347845,0.3864326684,Yes,No,No
CUST00133,2022-01-19,32,Other,Very High,USA,Sydney,4,933.8074409,3802.693577,,Food,0.2094118605,0.3440526164,High,,7.525413284,0.4468655919,0.1334873538,0.4521672297,Yes,No,No
